instruction_category,images,is_multiple_images,instruction,gpt4_prediction,images_dense_captions,images_blip2_captions,reference_output,human_ratings_gpt4_correct,human_ratings_problem_in_caption,human_ratings_problem_in_gpt4,public_images_metadata
irfl_metaphor,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/514_irfl_metaphor_homework stress.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/515_irfl_metaphor_happy-kid-showing-like-sign_23-2148244750.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/516_irfl_metaphor_ejp7oveu8aabu8y.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/517_irfl_metaphor_im4.jpg""]",True,"Given four images (Image 1, Image 2, Image 3, Image 4), which of them best conveys the meaning of the following metaphor: homework is a breeze","Image 3 best conveys the meaning of the metaphor ""homework is a breeze."" This is because the girl in the image is smiling and enjoying her work, which suggests that she finds the homework easy and pleasant, much like a gentle breeze.","[""A very young girl with her hair in a ponytail lays her forehead against a desk. There are books on the desk and pencils in a cup. She is wearing a purple shirt. Her hands are clenched and she appears frustrated."", ""A young man displays a thumbs up and a smile against a yellow background. He has brown hair, freckles, and is wearing a white button-up t-shirt."", ""A school-aged girl is smiling while holding a pencil. There are several books, papers, and markers on the desk. She appears to be writing something with her right hand. An older woman is watching her and also smiling. She appears to be enjoying what she is working on or performing well."", ""The photo focuses on two tall blades of grass, while there are thousands of others in the field behind that are blurred. There is a tree line of tall pines in the background. The blades are slightly bent as if the wind is blowing in the breeze."", NaN, NaN, NaN, NaN, NaN, NaN]","[""a young girl leaning over a desk with her head on a book"", ""a smiling boy showing thumbs up on a yellow background"", ""a mother and daughter sitting at a desk with books and pencils"", ""a grassy field with trees in the background""]",,True,False,False,{}
irfl_metaphor,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/518_irfl_metaphor_beach-umbrella.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/519_irfl_metaphor_ocean-quotes-index-1624414741.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/520_irfl_metaphor_bb388448cc4794c1de1d8141b46dab51.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/521_irfl_metaphor_guest_d421269d-ba7e-4c51-964c-681325e2d695.jpg""]",True,"Given four images (Image 1, Image 2, Image 3, Image 4), which of them best conveys the meaning of the following metaphor: sea of umbrellas","Image 3 best conveys the meaning of the metaphor ""sea of umbrellas"" because it describes a massive crowd of people holding numerous umbrellas of varied colors, creating an impression of an ocean-like expanse. The metaphor is used to emphasize the vastness and diversity of the umbrellas, similar to the vastness of a sea.","[""A woman in a black bikini is laying on a beach towel in the sand under a faded rainbow colored umbrella in front of a calm ocean while sunlight shines down on her."", ""A huge ocean wave is folded in on it self, with the crest foamy white and the water of the wave a dark blue, under a clear sky."", ""There is a massive crowd of people all gathered together, holding myriad umbrellas that are of varied colors and of such quantity as to make their number unknowable."", ""There is a single umbrella on a grey background, that is the colors of the rainbow, going from red at the top to purple at its widest part."", NaN, NaN, NaN, NaN, NaN, NaN]","[""a woman laying on the beach under a colorful umbrella"", ""a person riding a wave in the ocean"", ""a large crowd of people holding umbrellas"", ""a rainbow colored umbrella is open on a white surface""]",,True,False,False,{}
irfl_metaphor,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/522_irfl_metaphor_s-l500.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/523_irfl_metaphor_female-professor.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/524_irfl_metaphor_81ysgoj9+rl.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/525_irfl_metaphor_man-walking-1024x651.jpg""]",True,"Given four images (Image 1, Image 2, Image 3, Image 4), which of them best conveys the meaning of the following metaphor: walking encyclopedia","Image 1 best conveys the meaning of the metaphor ""walking encyclopedia."" The row of brown leather books with golden text represents a vast collection of knowledge, similar to an encyclopedia. Although there is no person walking in the image, the complete volume of books symbolizes the extensive knowledge that a ""walking encyclopedia"" would possess.","[""A row of brown leather books with golden text are displayed on a shelf. The text on the book says: \""THE STODDARD LIBRARY\"" and they appear to be a complete volume of books."", ""A woman stands in front of a green chalkboard holding chalk in one hand and an open resource book in another. The chalkboard has several lines of a mathematical equation written on it. The woman is smiling warmly and appears confident and unintimidated."", ""{This image did not load.}"", ""An athletic man is briskly walking on a beach. The sand is grey and flat and the water can be seen in the background. The man has his arms slightly bent and legs extended as if he's walking very fast and purposefully. He wears sunglasses."", NaN, NaN, NaN, NaN, NaN, NaN]","[""a row of brown leather books on a shelf"", ""a woman standing in front of a chalkboard holding a book"", ""a statue of justice holding a sword and scales"", ""a man jogging on the beach""]",,False,False,True,{}
irfl_metaphor,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/526_irfl_metaphor_pexels-andre-cook-396714.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/527_irfl_metaphor_broadway-new-york_gettyimages-588653038.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/528_irfl_metaphor_44207-b580.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/529_irfl_metaphor_nice-2209823_1280.jpg""]",True,"Given four images (Image 1, Image 2, Image 3, Image 4), which of them best conveys the meaning of the following metaphor: jungle city","Image 2 best conveys the meaning of the metaphor ""jungle city."" This is because the description of Times Square in New York City during the night time, with its throngs of people, heavy traffic, and neon signs, captures the chaotic and bustling nature of a jungle, but in an urban setting.","[""There is a dense jungle here, with palm and other trees creating an impenetrable tangle of foliage under a clear blue sky."", ""This is a city of Times Square in New York City during the night time; throngs of people are on the side walk, there is heavy traffic, and the tall buildings either side of the square are lit up with many neon signs."", ""A modern looking two-story house is sitting in the sun, with a well manicured lawn and a single tree casting shade over an empty driveway."", ""There are tall red buildings under a cloudy sky in front of a calm, reflecting pool of water. Many palm and other trees are along the water, and there are many people walking along the side of it."", NaN, NaN, NaN, NaN, NaN, NaN]","[""palm trees on a hillside"", ""a busy street in new york city at night"", ""this is a rendering of modern house plans"", ""a reflection of buildings in a pool in a city""]",,True,False,False,{}
winogavil,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/530_winogavil_eagle.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/531_winogavil_teepee.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/532_winogavil_factory.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/533_winogavil_metal.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/534_winogavil_ash.jpg""]",True,"Given a set of five images (Image 1, Image 2, Image 3, Image 4, Image 5), a cue, and a number K, the task is to select the K images out of the five images that best fits the association. Cue: Bald, K: 2","Image 1 and Image 5 are the best fits for the association with the cue ""Bald."" 

Image 1 features a bald eagle, which directly relates to the cue. Image 5 includes Pikachu, a character that is bald (lacking hair or fur on its head). The other images do not have a clear association with the cue ""Bald.""","[""A bald eagle is landing on a reflective surface of water with its wings spread, its talons reaching down, and its tail feathers dragging on the water."", ""A white teepee filled with stuffed animals is set up on the floor of a child's bedroom, the walls of which are painted a light blue color and have shelves with a banner of various shapes hanging from one of them."", ""This is the interior shot of a large factor, where vehicles are behind built on an assembly line. There are silver shells of vehicles elevated in the air and the back of a yellow truck nearly out of frame at the corner."", ""There is a pile of shiny steel metal bars stacked next to each other on a white background."", ""There is a picture of the main character from the Pokemon franchise, with a small yellow bald Pikachu on his shoulder."", NaN, NaN, NaN, NaN, NaN]","[""a bald eagle landing on the water"", ""a teepee tent in a child's room"", ""an assembly line of cars in a factory"", ""a pile of metal bars on a white background"", ""pokemon pikachu cartoon, hd png download""]",,True,False,False,{}
winogavil,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/535_winogavil_school.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/536_winogavil_card.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/537_winogavil_outfit.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/538_winogavil_cut.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/539_winogavil_spades.jpg""]",True,"Given a set of five images (Image 1, Image 2, Image 3, Image 4, Image 5), a cue, and a number K, the task is to select the K images out of the five images that best fits the association. Cue: Diagonal, K: 3","The three images that best fit the association with the cue ""Diagonal"" are:

1. Image 2: The gold credit card is described as laying at a slight diagonal tilt towards the right.
2. Image 4: The knife in the right hand is held at a diagonal leftward tilt while cutting the carrot.
3. Image 5: The person in the illustration is tilting forward at a 90º angle, which can be considered a diagonal position.","[""There is an empty classroom here, with a green floor, green chairs, highly polished wooden rectangular desks, and various corkboards hanging on the walls."", ""There is a gold credit card on a grey background that says \""Lion Card\"" and has \""Your Name Here\"", as well as made up numbers and a small chip at the left of it. The card is laying at a slight diagonal tilt towards the right."", ""There is a woman wearing ripped blue jeans and a brown cardigan, a black purse dangling from her left shoulder, leaning against a wall. She has her hands behind and on top of her head."", ""Two hands are shown over a grey background. The left is holding a carrot, and the right is holding a knife at a diagonal leftward tilt. Many slices of carrot have already been cut from the base."", ""There is a large orange circle that has an illustration of a person, all white in silhouette, tilting forward at a 90\u00ba angle."", NaN, NaN, NaN, NaN, NaN]","[""a classroom full of desks and chairs"", ""a gold credit card on a gray background"", ""a woman in ripped jeans and a cardigan leaning against a brick wall"", ""a person cutting carrots with a knife"", ""a black spade symbol on a white background""]",,True,False,False,{}
winogavil,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/540_winogavil_disc.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/541_winogavil_field.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/542_winogavil_spy.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/543_winogavil_yak.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/544_winogavil_green.jpg""]",True,"Given a set of five images (Image 1, Image 2, Image 3, Image 4, Image 5), a cue, and a number K, the task is to select the K images out of the five images that best fits the association. Cue: Graze, K: 3","Image 2, Image 4, Image 5

Explanation: 
- Image 2 features a green pasture, which is a common place for animals to graze.
- Image 4 depicts a yak, an animal that grazes on grass.
- Image 5 is a green square, which could symbolize grass or a grazing area, although it's a bit abstract.","[""A disk that can be attached to a grinding wheel and used sand or gentle smooth out a surface with the sandpaper."", ""a bright green pasture with a bright blue sky filled with fluffy white clouds."", ""An animated art illustration of a man in a black suit with dark sunglasses and a dark top hot"", ""a  large harry yak with long horns and hoofs standing on a white background"", ""a green square"", NaN, NaN, NaN, NaN, NaN]","[""a sanding disc on a white background"", ""a green field with white clouds and blue sky"", ""a man in a suit and hat vector art illustration"", ""a yak with long horns standing on a white background"", ""a green screen with a black background""]",,True,False,False,{}
winogavil,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/545_winogavil_drugs.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/546_winogavil_film.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/547_winogavil_puppy.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/548_winogavil_needle.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/549_winogavil_venus.jpg""]",True,"Given a set of five images (Image 1, Image 2, Image 3, Image 4, Image 5), a cue, and a number K, the task is to select the K images out of the five images that best fits the association. Cue: Circular, K: 3","The three images that best fit the association with the cue ""Circular"" are:

1. Image 1: This image features many different types of pills, which are generally round and circular in shape.
2. Image 2: This image shows an old-style roll of camera film in a round black canister, which is circular.
3. Image 5: This image depicts the planet Venus, which is a spherical and circular celestial body.

These images were chosen because they contain elements that are clearly circular in shape, fitting the given cue.","[""Many different types of pills are stacked here, all in their original wrapping. There are round white and green ones, red gel ones, and some yellow and green capsule type ones, as well as others."", ""This is a picture of an old-style roll of camera film. It comes in a round black canister that has a yellow label showing attributes like GB and 400 in a black font. There is also a thin strip of film ready to be pulled out from the roll."", ""There is a brown puppy with wide, adorable eyes staring directly into the camera. It has a black snout and nose and white chest."", ""There is a small blue plastic tube that is wider at the bottom than at the middle, and has a very thing black handle."", ""The planet Venus is shown on a black background.  It is a golden-orange orb that has traces of yellow veins going around the entirety of the sphere which comprises the whole of the planet."", NaN, NaN, NaN, NaN, NaN]","[""a variety of pills and capsules on a blue background"", ""a black and white film reel with a yellow strip on it royalty - free vector art illustration"", ""a close up of a brown puppy looking at the camera"", ""a blue plastic tube with a black handle"", ""a close up of the planet venus""]",,True,False,False,{}
winogavil,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/550_winogavil_thief.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/551_winogavil_cone.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/552_winogavil_bush.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/553_winogavil_peak.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/554_winogavil_cheese.jpg""]",True,"Given a set of five images (Image 1, Image 2, Image 3, Image 4, Image 5), a cue, and a number K, the task is to select the K images out of the five images that best fits the association. Cue: pinnacle, K: 2","Image 2 and Image 4 best fit the association with the cue ""pinnacle."" Image 2 features a traffic cone with a small orange nub at its pinnacle, while Image 4 shows a man at the summit of a mountain, holding an orange flag at the pinnacle.","[""There is someone who appears to be a thief, wearing black clothes, sneaking with his right leg raised, holding a flashlight on the right hand and a bag over his back with his left hand"", ""There is an orange and white traffic cone here on a grey base, that ends with a small orange nub on the pinnacle of it."", ""Former President George W. Bush is staring directly into the camera and smiling. He is wearing a black suit jacket over a white collar shirt and blue tie, and there is an American flag behind him."", ""A man has scaled to the summit of a mountain, and on the pinnacle of it is holding an orange flag. The peak is higher than all the mountains in the distance behind it, which are faded out to blue."", ""There is a yellow and white box of Processed Cheese here, with a net weight of 200g, that is from the Chitale Dairy."", NaN, NaN, NaN, NaN, NaN]","[""a thief running with a sack of money"", ""an orange traffic cone on top of a black base"", ""a man in a suit and tie"", ""a man standing on top of a mountain holding a flag"", ""a box of processed cheese on a white background""]",,True,False,False,{}
winogavil,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/555_winogavil_food.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/556_winogavil_prune.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/557_winogavil_art.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/558_winogavil_water.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/559_winogavil_newt.jpg""]",True,"Given a set of five images (Image 1, Image 2, Image 3, Image 4, Image 5), a cue, and a number K, the task is to select the K images out of the five images that best fits the association. Cue: rainforest, K: 2","Image 3 and Image 5 are the best fits for the association ""rainforest."" Image 3, ""The Scream,"" features a landscape with vibrant colors that can be associated with the lush and diverse environment of a rainforest. Image 5 directly depicts an exotic black and yellow lizard in a natural setting, which is a common sight in rainforests.","[""There is a white bowl containing a quinoa salad, featuring slices of chicken, leaf spinach, tomato, avocado slices, Lima beans cucumber, rice and chickpeas."", ""There is a yellow bag of Sunsweet brand Amazon pitted prunes. The cover allows that they're 100 calories per serving and shows some images of them."", ""The painting entitled \""The Scream\"", by Edvard Munch, is here. It's an abstract image of a man holding his head in his hands, screaming, as the landscape around him melts into a sea of maddening red and blue colors."", ""There is a stock image of a glass of water, that is 3/4ths of the way full, with water splashing down into it and sloshing over the sides."", ""There is a colorful exotic black and yellow lizard, with a wide tail and pronounced spine on its back, swimming in some murky water."", NaN, NaN, NaN, NaN, NaN]","[""quinoa salad with chicken, avocado, spinach and chickpeas"", ""a cup of sunsweet amazon plums"", ""the scream by edvard munch"", ""a glass of water with a splash of water"", ""a black and yellow lizard swimming in the water""]",,False,False,True,{}
winogavil,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/560_winogavil_quiz.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/561_winogavil_supermarket.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/562_winogavil_green.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/563_winogavil_nose.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/564_winogavil_snot.jpg""]",True,"Given a set of five images (Image 1, Image 2, Image 3, Image 4, Image 5), a cue, and a number K, the task is to select the K images out of the five images that best fits the association. Cue: repetition, K: 2","Image 1 and Image 2 best fit the association of ""repetition."" 

Image 1 features multiple question marks in the background, which represent a repetitive pattern. Image 2 shows a grocery store aisle with shelves and products, which are typically arranged in a repetitive manner for easy browsing and organization.","[""There is an owl sitting inside a yellow circle in the centre of the image. The owl has a quizzical or curious expression. The yellow circle with the owl in it is surrounded by an orange background in which there are many question marks shaded in shades of grey and black."", ""This image shows a central view of a grocery store aisle, with the two shelves visible on each side and another aisle at the edge of the store also visible in this image. There are overhead lights. The walls are wood panelling and the floor is tiled."", ""In this image there is a green screen."", ""This image is a close up of a white person\u2019s nose. The dark space within the nostril is the focal point of the image, with the uncertainty of what is located within being emphasised. The nose is viewed from below and there is also the top of someone\u2019s lip visible in this picture."", ""In this image a Black man who is wearing a black hoodie and a beanie hat sits with his hands resting on his head. Only part of his face is visible and he has an exhausted, fed-up expression. The background is dark."", NaN, NaN, NaN, NaN, NaN]","[""an owl surrounded by question marks on an orange background"", ""an aisle in a grocery store with a lot of food"", ""a green screen with a black background"", ""a close up of a person's nose"", ""a man in a black hoodie with his hands on his head""]",,True,False,False,{}
winogavil,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/565_winogavil_chimp.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/566_winogavil_ring.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/567_winogavil_money.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/568_winogavil_bill.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/569_winogavil_tag.jpg""]",True,"Given a set of five images (Image 1, Image 2, Image 3, Image 4, Image 5), a cue, and a number K, the task is to select the K images out of the five images that best fits the association. Cue: taken, K:2","Image 2 and Image 5 best fit the association with the cue ""taken."" 

Image 2 features a wedding ring, which symbolizes commitment and being ""taken"" in a relationship. Image 5 shows a red tag with the words ""SOLD OUT,"" indicating that the item is no longer available or has been ""taken"" by someone else.","[""There is a chimpanzee leaning against a large log with its left leg pressed against its torso and its right arm stretch along the log. It's left arm is over its head."", ""There is an expensive looking Swarovski Solitaire diamond wedding ring with a white gold band on a white background."", ""A person's thumb is shown over a stack of at least eight hundred dollar bills."", ""A standard store receipt is printed out on stock white paper. It reads \""RECEIPT\"" at the top, and shows that this was from Terminal #1 at 01-02-2018 at 11:32AM. The total amount was $363.99, for a T-shirt, a watch, a pair of pants and a pair of socks. $400 in cash was tendered, and $36.01 in change was given. The bank card used ended in 7211, and the Approval # was 192107. The bottom of the receipt, above a barcode, shows a string of asterisks flanking the phrase, \""Thank you!\"""", ""There is a red tag with the words SOLD OUT in heavy white text, and black thread looped through the hole at the top of the tag."", NaN, NaN, NaN, NaN, NaN]","[""a chimpanzee sitting on a log with his hand on his head"", ""swarovski solitaire ring in white gold"", ""a person's hand holding a stack of money"", ""a receipt with a barcode on it stock photo"", ""a red sold tag on a white background""]",,True,False,False,{}
winogavil,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/570_winogavil_brake.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/571_winogavil_sack.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/572_winogavil_bathroom.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/573_winogavil_salad.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/574_winogavil_green.jpg""]",True,"Given a set of five images (Image 1, Image 2, Image 3, Image 4, Image 5), a cue, and a number K, the task is to select the K images out of the five images that best fits the association. Cue: Waste, K: 2","Image 3 and Image 5 are the best fits for the association ""Waste."" 

Image 3 shows a modern bathroom, which includes a toilet - a fixture specifically designed for waste disposal. Image 5 is a diagram of a human kidney, an organ responsible for filtering waste from the blood and producing urine. Both of these images have a direct connection to the concept of waste.","[""There is a picture of a brake disc rotor here, with shiny red metal on its right and polished silver over a black hub behind it."", ""There is a tall burlap sack filled with a ground substance on a white background."", ""This is a modern looking bathroom, with a grey and white striped tile floor, a white bathtub, a large window, and a white toilet."", ""There is a white bowl filled with a salad containing tomatoes, cucumbers, carrots, and drizzled with some oil."", ""There is a drawn diagram showing a side view of the anatomy of a human kidney, with the various parts labeled and pointed to with lines."", NaN, NaN, NaN, NaN, NaN]","[""a red brake disc and rotor on a white background"", ""a sack of jute on a white background"", ""a modern bathroom with a blue and white tiled floor"", ""a bowl of salad with tomatoes, cucumbers and carrots"", ""a green screen with a black background""]",,True,False,False,{}
winogavil,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/575_winogavil_suit.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/576_winogavil_powder.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/577_winogavil_jewelry.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/578_winogavil_shirt.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/579_winogavil_trail.jpg""]",True,"Given a set of five images (Image 1, Image 2, Image 3, Image 4, Image 5), a cue, and a number K, the task is to select the K images out of the five images that best fits the association. Cue: formal, K: 2","Image 1 and Image 3 best fit the association with the cue ""formal."" Image 1 features a man dressed in formal attire, while Image 3 showcases various pieces of jewelry suitable for formal occasions.","[""A black man is wearing a black suit and tie over a white shirt, and holding a black coat over his right arm, which is bent at the elbow at his side. He is standing in front of a light grey background, which makes the focus of the image his formal attire."", ""There is an open compact holding pressed powder foundation on a white background."", ""A black background is behind many pieces of jewelry. There are multiple necklaces, one of which is gold, another is pearl, and another has green gems. There are also diamond earrings with a matching necklace, and green earrings. Additionally, there are rings and brooches, to provide for different formal occasions."", ""There is a thin, attractive muscular man with short cropped hair, wearing a black t-shirt and holding a white water bottle in his right hand as he stands in front of a grey background."", ""A hiker wearing bright red clothes and a blue cap is walking up a mountain trail with green shrubs around him and dense grey fog obscuring the landscape to his right."", NaN, NaN, NaN, NaN, NaN]","[""a man wearing a black suit and tie"", ""a compact pressed powder foundation on a white background"", ""a set of gold jewelry on a dark background stock photo"", ""a man in a black t - shirt holding a water bottle"", ""a hiker walking up a rocky mountain on a foggy day""]",,True,False,False,{}
irfl_idiom,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/580_irfl_idiom_day-night-concept-conceptual-image-opposition-31525162.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/581_irfl_idiom_up-yeah_yeah_yeahs_.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/582_irfl_idiom_bad-ceo-firing-incompetent-intern-260nw-1281031489.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/583_irfl_idiom_commons_reasons_fired.jpg""]",True,"Given four images (Image 1, Image 2, Image 3, Image 4), which of them best conveys the meaning of the following idiom: heads will roll","Image 3 best conveys the meaning of the idiom ""heads will roll."" This idiom implies that someone will be held accountable or punished for a mistake or failure. In the image, the woman looks distraught, and the man in the suit seems to be confronting her, which suggests that she might be facing consequences for her actions.","[""There is a split image, where one half is day and the other is night, featuring the same landscape, which has a tree in the center. The left side has a blue sky with sunlight, and the right a black starry sky with the moon in it."", ""There is a woman wearing a black blouse with red fabric and blue jeans standing with her legs spread and an in your face look, flanked by two men dressed almost wholly in black."", ""A man is sitting at a monitor, holding a piece of paper, and facing left. He's wearing a suit, and has his left arm and handing pointing a woman standing with her head in her hands, looking very distraught."", ""There is a man in a blue collared shirt resting his head against a grey wall that has a shadow of a tree limb on it."", NaN, NaN, NaN, NaN, NaN, NaN]","[""a tree in the middle of a field with a full moon in the sky"", ""two men and a woman are posing for a photo"", ""a man pointing at a woman in an office"", ""a man leaning against a wall looking up""]",,True,False,False,{}
irfl_idiom,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/584_irfl_idiom_636354759780086599womanrunningaway.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/585_irfl_idiom_17457925_10212424265351479_9080891065408871367_n.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/586_irfl_idiom_up-yeah_yeah_yeahs_.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/587_irfl_idiom_day-night-concept-conceptual-image-opposition-31525162.jpg""]",True,"Given four images (Image 1, Image 2, Image 3, Image 4), which of them best conveys the meaning of the following idiom: take to the hills","Image 1 best conveys the meaning of the idiom ""take to the hills."" The idiom means to run away or escape from a situation, and in Image 1, the woman is leaping into the air with a suitcase, implying rapid motion and speed, which suggests the idea of escaping or running away from something.","[""A woman in a green skirt and black hills and top is leaping into the air. She has a brown suitcase in her right hand, and the background is blurred, implying rapid motion and speed of the woman towards the right of the image."", ""This is a sketch of a person sitting in a chair in front of a desk with a laptop on it. They're hunched over a drawing tablet and looking backwards towards the camera, with a thought bubble above their head showing unintelligible scribbling."", ""There is a woman wearing jeans and a black blouse with red fabric looking intensely ahead while two men dressed mostly in black flank her on either side."", ""There is a large tree in the middle of an image that is split between day and night, with the left side showing a bright, sunlight blue sky and the right side showing a star-filled black night sky with a full white moon in it."", NaN, NaN, NaN, NaN, NaN, NaN]","[""a woman jumping with a suitcase in the air"", ""a drawing of a person sitting at a desk with a laptop"", ""two men and a woman are posing for a photo"", ""a tree in the middle of a field with a full moon in the sky""]",,True,False,False,{}
irfl_idiom,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/588_irfl_idiom_cart-blog.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/589_irfl_idiom_bcfeatured205.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/590_irfl_idiom_caminar_pie_1.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/591_irfl_idiom_zc8bs0h.jpg""]",True,"Given four images (Image 1, Image 2, Image 3, Image 4), which of them best conveys the meaning of the following idiom: drag your feet","Image 4 best conveys the meaning of the idiom ""drag your feet."" The idiom means to be slow or reluctant to do something, and the image of the girl dragging her book bag and leaving a trail of schoolwork behind her while looking exhausted perfectly captures this sense of reluctance and slowness.","[""This is a black and white photo of a man sitting in a wheeled buggy, with a horse running behind it, as though the buggy is pulling the horse."", ""There is a picture of a person's hand pulling the fabric of a pair of black pants, demonstrating that there is nothing in the pocket of them."", ""A woman who is running on a road is shown in mid-step, with the flat sole of her running shoes reflecting the sunlight shining down on the road behind her and on the shoe.  Her other foot is positioned to leave the road on her next stride."", ""This is a cartoon illustration of a girl in red shoes, grey pants and a white and purple hoodie, slumped over, and dragging a black book bag, the contents of which have spilled out as she's walked. The girl has a look of exhaustion and hasn't noticed that she's left a trail of her schoolwork behind her as she trudges towards the right of the image."", NaN, NaN, NaN, NaN, NaN, NaN]","[""a black and white photo of a horse pulling a buggy"", ""a man is putting his hand into his pants pocket"", ""a close up of a woman's feet running on a road"", ""an illustration of a girl walking in the rain""]",,True,False,False,{}
